Bank_id,in_degree,out_degree,transaction_count,in_degree_sum,out_degree_sum,transaction_sum,money_laundering_fraction
3586,17,19,19,105553.04999999999,111766.24999999999,217319.3,0.0
3587,19,23,23,101670.44,115826.43999999999,217496.88,0.0
3588,0,32,32,0.0,8295.720000000001,8295.720000000001,0.0
3591,9,13,13,74536.01,86630.54999999999,161166.56,0.0
3592,9,11,11,65391.01,81352.33000000002,146743.34000000003,0.0
3593,0,42,42,0.0,12349.099999999999,12349.099999999999,0.0
3594,10,14,14,94084.76,141550.59999999998,235635.36,0.0
3595,17,18,18,111377.27999999998,112574.85,223952.13,0.0
3597,7131,7967,14192,4973831701.91,8994839372.813103,13968671074.723103,0.0002818489289740699
3599,14,16,16,142573.93,165651.26,308225.19,0.0
3604,0,51,51,0.0,4511.490000000001,4511.490000000001,0.0
3606,2,50,50,521.96,11327.92,11849.880000000001,0.0
3607,0,51,51,0.0,4584.58,4584.58,0.0
3608,11,13,13,100999.48,152111.38999999998,253110.87,0.0
3609,9,12,12,60277.56,94164.60999999999,154442.16999999998,0.0
3611,0,51,51,0.0,42812.55000000001,42812.55000000001,0.0
3612,0,49,49,0.0,5204.82,5204.82,0.0
3613,14,17,17,131321.53,148845.92999999996,280167.45999999996,0.0
3616,0,52,52,0.0,4909.36,4909.36,0.0
3617,2,40,40,71126.58,82335.07999999999,153461.65999999997,0.0
3618,0,42,42,0.0,55514.45,55514.45,0.0
3623,0,41,41,0.0,14503.35,14503.35,0.0
3625,17,20,20,128429.48000000001,144202.58,272632.06,0.0
3627,13,15,15,135485.48,156300.65000000002,291786.13,0.0
3635,11,14,14,74016.05,80593.09999999999,154609.15,0.0
3636,11,15,15,75659.47,107028.33,182687.8,0.0
3639,13,17,17,138226.13999999998,163004.73,301230.87,0.0
3640,0,32,32,0.0,3198.0200000000004,3198.0200000000004,0.0
3642,0,60,60,0.0,18712.92,18712.92,0.0
3644,11,12,12,106462.39000000001,107978.5,214440.89,0.0
3646,0,34,34,0.0,3544.6,3544.6,0.0
3648,0,49,49,0.0,37961.07,37961.07,0.0
134720,2218,888,2864,1305748165.714263,364415975.884263,1670164141.598526,0.001047486033519553
3650,9,12,12,99372.56,131365.36000000002,230737.92,0.0
3653,7391,7607,14076,2380898777.250451,10348872833.930223,12729771611.180676,0.0003552145495879511
3655,0,57,57,0.0,42006.71,42006.71,0.0
3659,15,20,20,58716.44,80729.23999999999,139445.68,0.0
3662,0,37,37,0.0,33523.34,33523.34,0.0
3663,0,36,36,0.0,5525.24,5525.24,0.0
3664,0,36,36,0.0,3445.3399999999997,3445.3399999999997,0.0
3665,0,44,44,0.0,4487.94,4487.94,0.0
3666,0,72,72,0.0,104906.23000000001,104906.23000000001,0.0
3667,12,16,16,96845.78,105690.68,202536.46,0.0
3669,0,40,40,0.0,8440.900000000001,8440.900000000001,0.0
3671,9585,10286,18699,4034589719.12,1194659599.327255,5229249318.447255,0.00037435156960265257
134744,749,157,822,146427782.78448498,12178125.744485002,158605908.52896997,0.0024330900243309003
3673,12,14,14,83024.73999999998,92381.91999999998,175406.65999999997,0.0
3675,16,18,18,156211.64,160244.44000000003,316456.0800000001,0.0
3676,11,14,14,82628.46999999999,103536.17,186164.63999999998,0.0
3677,2,42,42,425.62,10304.400000000001,10730.020000000002,0.0
134750,675,175,775,31108544.29,21629654.099999998,52738198.39,0.0012903225806451613
3679,0,52,52,0.0,5929.220000000001,5929.220000000001,0.0
3678,0,46,46,0.0,5483.18,5483.18,0.0
3681,0,42,42,0.0,30069.120000000003,30069.120000000003,0.0
3682,0,42,42,0.0,6105.7,6105.7,0.0
3686,0,44,44,0.0,14520.5,14520.5,0.0
3687,0,44,44,0.0,14460.159999999998,14460.159999999998,0.0
3688,16,20,20,136712.65,217240.47,353953.12,0.0
3689,20,23,23,123670.38999999997,129270.24999999999,252940.63999999996,0.0
3692,0,60,60,0.0,8408.56,8408.56,0.0
3693,12,15,15,78071.89,117782.07999999999,195853.96999999997,0.0
3694,0,52,52,0.0,5472.74,5472.74,0.0
3695,0,45,45,0.0,78789.54,78789.54,0.0
3697,0,40,40,0.0,12936.52,12936.52,0.0
3698,0,36,36,0.0,11878.060000000001,11878.060000000001,0.0
3699,15,17,17,111629.52999999998,123988.42999999998,235617.95999999996,0.0
3700,13,16,16,123123.58000000002,135955.87,259079.45,0.0
3702,17,20,20,119047.57,128525.16,247572.73,0.0
3705,0,64,64,0.0,115690.91,115690.91,0.0
3708,0,32,32,0.0,9793.6,9793.6,0.0
3709,0,48,48,0.0,58806.04,58806.04,0.0
3711,0,51,51,0.0,6083.69,6083.69,0.0
3715,15,18,18,39929.420000000006,69403.0,109332.42000000001,0.0
3718,7697,7914,14680,3218514091.810217,4048507465.749061,7267021557.5592785,6.811989100817439e-05
3719,10,14,14,42271.4,121506.90000000001,163778.30000000002,0.0
3720,6,11,11,74865.67,90967.57999999999,165833.25,0.0
265862,2641,1009,3419,2431647213.2799997,261263366.29,2692910579.5699997,0.0
3721,0,26,26,0.0,6097.4,6097.4,0.0
3724,0,33,33,0.0,25735.809999999998,25735.809999999998,0.0
3725,17,18,18,79567.36,94557.87999999999,174125.24,0.0
3726,0,34,34,0.0,7055.900000000001,7055.900000000001,0.0
3729,0,34,34,0.0,10288.419999999998,10288.419999999998,0.0
3730,11,14,14,74219.4,88174.97,162394.37,0.0
3734,19,21,21,106493.92,113788.33,220282.25,0.0
3736,12,15,15,112192.06,140551.43,252743.49,0.0
3737,0,53,53,0.0,6148.2300000000005,6148.2300000000005,0.0
3739,9,12,12,182733.67,256857.01,439590.68000000005,0.0
3740,4,4,4,23992.300000000003,23992.300000000003,47984.600000000006,0.0
3742,13,18,18,117265.12,154660.26,271925.38,0.0
3744,0,24,24,0.0,2382.84,2382.84,0.0
3745,15,17,17,87199.57000000002,88838.30999999998,176037.88,0.0
3747,0,39,39,0.0,10913.669999999998,10913.669999999998,0.0
3748,5,10,10,19677.55,55161.729999999996,74839.28,0.0
3753,0,40,40,0.0,12215.38,12215.38,0.0
3754,14,21,21,73966.23999999999,114476.27,188442.51,0.0
3755,0,38,38,0.0,4436.320000000001,4436.320000000001,0.0
3757,0,28,28,0.0,8654.759999999998,8654.759999999998,0.0
3759,9,11,11,104836.15,116863.81,221699.96,0.0
3761,13,14,14,71776.12000000001,74455.09000000001,146231.21000000002,0.0
3762,0,52,52,0.0,16449.84,16449.84,0.0
3764,10,12,12,92278.62,102449.92000000001,194728.54,0.0
3765,7,9,9,105019.04000000001,114515.91,219534.95,0.0
3769,13,16,16,74346.99,81210.45,155557.44,0.0
3770,17,20,20,95001.94,108462.75000000001,203464.69,0.0
3771,14,18,18,73859.08,105627.64,179486.72,0.0
3772,0,34,34,0.0,9043.539999999999,9043.539999999999,0.0
3779,11,14,14,123754.07999999999,133775.44999999998,257529.52999999997,0.0
134852,1733,634,2165,106251060.860907,53512518.53669,159763579.39759701,0.00046189376443418013
3782,4,7,7,12259.41,22728.170000000006,34987.58,0.0
3783,8,11,11,74413.11,143590.99,218004.09999999998,0.0
3785,0,50,50,0.0,13023.14,13023.14,0.0
3787,0,46,46,0.0,11056.78,11056.78,0.0
3788,0,44,44,0.0,10544.599999999999,10544.599999999999,0.0
3789,0,37,37,0.0,4084.4000000000005,4084.4000000000005,0.0
3792,12,17,17,44461.62,124011.83,168473.45,0.0
3793,0,38,38,0.0,5108.240000000001,5108.240000000001,0.0
3794,0,47,47,0.0,7257.71,7257.71,0.0
3800,0,50,50,0.0,12522.139999999998,12522.139999999998,0.0
3802,0,32,32,0.0,7119.68,7119.68,0.0
3804,0,36,36,0.0,9836.02,9836.02,0.0
3806,0,40,40,0.0,55276.19,55276.19,0.0
3808,12,13,13,90284.06,93404.62,183688.68,0.0
3809,15,18,18,58572.42999999999,97313.86999999998,155886.3,0.0
3812,13,17,17,131569.53,143412.77000000002,274982.30000000005,0.0
3813,10,15,15,103741.62,137781.71999999997,241523.33999999997,0.0
3814,14,17,17,230703.17,232315.76,463018.93000000005,0.0
3815,8,10,10,42372.35,45367.719999999994,87740.06999999999,0.0
3818,0,34,34,0.0,10696.28,10696.28,0.0
3821,0,52,52,0.0,14978.16,14978.16,0.0
3822,9,12,12,105676.56,147497.23,253173.79,0.0
3823,0,30,30,0.0,10427.420000000002,10427.420000000002,0.0
3825,0,42,42,0.0,11340.399999999998,11340.399999999998,0.0
3826,18,20,20,146103.84999999998,152388.15999999997,298492.00999999995,0.0
3829,16,18,18,98213.69,104048.4,202262.09,0.0
3830,18,19,19,111102.54,148625.85,259728.39,0.0
3832,11,12,12,86075.0,89634.67,175709.66999999998,0.0
3833,12,15,15,41069.48,178153.63999999998,219223.12,0.0
3836,0,38,38,0.0,3440.2400000000007,3440.2400000000007,0.0
3839,15,17,17,117445.36,119955.04999999999,237400.40999999997,0.0
3840,15,19,19,130605.43,156320.81999999998,286926.25,0.0
3841,10,13,13,27089.54,81193.45999999999,108283.0,0.0
3844,0,46,46,0.0,71927.42,71927.42,0.0
3845,0,47,47,0.0,4662.820000000001,4662.820000000001,0.0
3848,12,15,15,115266.18000000001,121702.97,236969.15000000002,0.0
3849,17,19,19,152525.00000000003,163893.13,316418.13,0.0
3851,9,14,14,83362.36,105962.47,189324.83000000002,0.0
3860,9,10,10,24116.12,26170.55,50286.67,0.0
3861,0,48,48,0.0,5964.38,5964.38,0.0
3862,0,50,50,0.0,105142.73,105142.73,0.0
3863,0,34,34,0.0,10544.119999999999,10544.119999999999,0.0
3865,9,11,11,70986.79,100005.43999999999,170992.22999999998,0.0
3869,14,19,19,92875.31999999999,104539.34,197414.65999999997,0.0
3870,11,12,12,97032.48,97569.22,194601.7,0.0
3874,0,32,32,0.0,8815.619999999999,8815.619999999999,0.0
3876,0,36,36,0.0,10222.4,10222.4,0.0
3879,0,51,51,0.0,77198.66999999998,77198.66999999998,0.0
3881,14,15,15,98344.62000000001,98677.03,197021.65000000002,0.0
3882,0,50,50,0.0,12840.24,12840.24,0.0
3883,13,15,15,62579.56999999999,127388.19000000002,189967.76,0.0
3885,15,17,17,91709.01,110029.18,201738.19,0.0
3888,0,55,55,0.0,102046.32000000002,102046.32000000002,0.0
3890,11,12,12,95001.26999999999,104803.90999999999,199805.18,0.0
3892,0,21,21,0.0,13868.269999999999,13868.269999999999,0.0
3896,8,12,12,55082.33,57798.649999999994,112880.98,0.0
3897,0,32,32,0.0,27737.269999999997,27737.269999999997,0.0
3898,11,15,15,133120.58,144640.68999999997,277761.26999999996,0.0
3900,10,11,11,42773.53,59621.21,102394.73999999999,0.0
3901,8,13,13,64913.29,97367.37000000001,162280.66,0.0
3902,16,20,20,136972.54,150633.68999999997,287606.23,0.0
3906,18,19,19,107953.88,113754.45,221708.33000000002,0.0
3908,0,36,36,0.0,10412.119999999999,10412.119999999999,0.0
3909,0,38,38,0.0,9210.42,9210.42,0.0
3910,0,46,46,0.0,10584.62,10584.62,0.0
3911,12,16,16,65098.12000000001,78551.44,143649.56,0.0
3912,6,8,8,74124.25,76042.03,150166.28,0.0
3913,13,17,17,71113.66999999998,83188.47,154302.13999999998,0.0
3914,12,16,16,98008.90000000001,125626.64,223635.54,0.0
3915,10,15,15,100107.85999999999,112683.44999999998,212791.30999999997,0.0
3916,16,19,19,164441.4,175382.14,339823.54000000004,0.0
3917,0,22,22,0.0,7878.56,7878.56,0.0
3920,0,47,47,0.0,20887.84,20887.84,0.0
3923,0,49,49,0.0,29657.53,29657.53,0.0
3924,11,12,12,39715.75,42041.649999999994,81757.4,0.0
3925,13,14,14,152973.88,165466.75999999998,318440.64,0.0
3927,14,17,17,123765.52,139644.44,263409.96,0.0
3929,0,44,44,0.0,18079.249999999996,18079.249999999996,0.0
3930,0,34,34,0.0,10756.300000000001,10756.300000000001,0.0
3932,11,14,14,51553.58000000001,62894.67000000001,114448.25000000003,0.0
3934,11,11,11,82517.56999999998,82517.56999999998,165035.13999999996,0.0
3937,7,9,9,28223.620000000003,54513.22,82736.84,0.0
3939,10,18,18,62410.560000000005,116908.60999999999,179319.16999999998,0.0
3940,0,32,32,0.0,7482.9400000000005,7482.9400000000005,0.0
3941,8,13,13,50566.130000000005,70431.73,120997.86,0.0
3942,10,14,14,113841.13,148179.73,262020.86000000002,0.0
3945,7,8,8,139443.72,141249.16,280692.88,0.0
3949,10,14,14,151171.83000000002,191734.75000000003,342906.5800000001,0.0
3951,0,46,46,0.0,13131.899999999998,13131.899999999998,0.0
3953,0,34,34,0.0,4007.12,4007.12,0.0
3958,0,42,42,0.0,10747.74,10747.74,0.0
3961,9,13,13,29260.77,79756.95999999999,109017.73,0.0
3962,9,11,11,42188.840000000004,62851.560000000005,105040.40000000001,0.0
135035,2119,998,2910,150396824.080014,392700054.990014,543096879.0700281,0.0
3966,9,11,11,83618.16,101740.34,185358.5,0.0
3967,0,22,22,0.0,7493.74,7493.74,0.0
3971,0,34,34,0.0,9393.039999999999,9393.039999999999,0.0
3974,0,40,40,0.0,19144.84,19144.84,0.0
3976,10,13,13,55388.649999999994,65210.13,120598.78,0.0
3980,8,9,9,30413.690000000002,32755.7,63169.39,0.0
3982,11,13,13,98966.91,114864.05,213830.96000000002,0.0
3983,0,42,42,0.0,12084.86,12084.86,0.0
3984,0,34,34,0.0,9570.899999999998,9570.899999999998,0.0
3985,0,35,35,0.0,15468.99,15468.99,0.0
3988,0,30,30,0.0,10801.5,10801.5,0.0
3992,12,14,14,88054.58,105881.3,193935.88,0.0
3995,0,36,36,0.0,11252.92,11252.92,0.0
3996,10,11,11,32725.06,35222.21,67947.27,0.0
3997,0,34,34,0.0,7731.160000000002,7731.160000000002,0.0
4187,7302,7085,13496,949247602.2843239,1431331893.6821241,2380579495.966448,0.00044457617071724955
266406,1825,546,2224,10738988147.02,79378447.58,10818366594.6,0.0004496402877697842
4308,9175,9676,17879,6300950427.17,2123195061.79111,8424145488.96111,0.00027965769897645283
266488,452,60,482,139830945.63,6575218.1099999985,146406163.73999998,0.0
135417,698,301,867,91401512.63000001,57088539.64,148490052.27,0.0
135422,535,192,680,12104329.940000001,26808886.42,38913216.36,0.0
266531,372,35,386,4351655.57,2717767.1700000004,7069422.74,0.0
266536,337,71,377,10408383.32,731338.9899999998,11139722.31,0.0
135558,7276,9128,15345,2584102657.0049987,2161450874.224219,4745553531.229218,0.00032583903551645487
135650,2458,743,2949,197081966.22634795,114889743.52,311971709.74634796,0.00033909799932180403
266734,1413,495,1775,773644594.3299999,50630469.29,824275063.6199999,0.0005633802816901409
135744,2026,751,2573,242978325.14000002,57326632.260000005,300304957.40000004,0.000777302759424796
266844,1407,272,1562,289580348.95000005,116894396.39999999,406474745.35,0.0006402048655569782
266848,300,43,320,23401930.23,1897415.05,25299345.28,0.0
135807,1756,708,2241,85956675.94,29193313.959999997,115149989.89999999,0.0
4790,6542,6707,12550,2989520800.691565,3945612448.300495,6935133248.99206,0.0006374501992031873
135925,5798,6242,11224,1396122815.89064,3182529736.150639,4578652552.041279,0.00026728439059158947
135933,6331,6961,12466,6804323172.164101,10994668561.182375,17798991733.346474,0.00048130916091769613
4894,6966,6341,12427,2207266640.386093,1766367063.51029,3973633703.8963833,0.0006437595558059064
135982,2151,669,2576,584531253.03,107970190.89,692501443.92,0.0
267070,1260,252,1394,523727490.07000005,187521327.28,711248817.35,0.0014347202295552368
136009,4955,5635,9961,1216651818.4053922,1988578505.693586,3205230324.098978,0.0005019576347756249
267083,254,39,264,55626809.269999996,6949768.619999999,62576577.88999999,0.0
267100,196,88,264,743611.17,515818.37,1259429.54,0.0
267119,162,42,177,11037343.36,4924051.73,15961395.09,0.0
5033,7472,7194,13810,162331873406.03,164714163232.43,327046036638.45996,0.0001448225923244026
136136,4444,3833,7738,823255217.97717,5172213103.32,5995468321.29717,0.0005169294391315585
5082,8230,7576,14951,1316473229.3144062,1123822023.511218,2440295252.8256245,0.0004013109491003946
267233,297,37,312,496538621.56000006,4323003.74,500861625.3000001,0.003205128205128205
267254,270,36,290,8200348.199999999,1485477.3199999998,9685825.52,0.0
267259,373,61,394,87457613.75999999,4439965.620000001,91897579.38,0.0
267291,197,45,220,7572047.039999999,8297981.04,15870028.079999998,0.0
267332,1183,177,1271,540910282.1500001,133047062.44,673957344.5900002,0.0
5206,6712,6489,12389,1591773906.67025,2355770620.45,3947544527.1202497,0.0003228670594882557
136311,5310,3853,8609,2011731786.9500003,1578306166.2799997,3590037953.23,0.00046463003833197816
136360,2291,953,3012,751646007.8816,64546297.88159999,816192305.7632,0.00033200531208499334
5294,7238,7148,13499,4457991586.17,2122768867.2114208,6580760453.381421,0.0005926364915919697
5312,7492,6934,13628,1301210218.477435,2912289424.8512745,4213499643.3287096,0.00036689169357205753
136393,2314,915,2972,175600770.174344,69622349.41,245223119.584344,0.0006729475100942127
136424,4054,2711,6343,1025075969.051598,3518930775.2,4544006744.251597,0.00047296232066845344
5383,8058,7133,14233,35433487012.346115,34858750891.5029,70292237903.84901,0.0007025925665706457
5394,7350,7050,13634,20020005220.506382,20452206952.27002,40472212172.7764,0.00014669209329617132
136474,4059,3040,6662,616417408.0451399,521332154.5971,1137749562.64224,0.0007505253677574302
267578,330,41,343,13882986.809999999,1950114.1899999997,15833100.999999998,0.0
5436,7133,5845,12190,1324431398.877202,2533559416.2400002,3857990815.1172023,0.0005742411812961444
267637,303,39,321,10692961.57,1077454.01,11770415.58,0.0
136580,1635,602,2068,114608388.03,19671928.51,134280316.54,0.0
136606,3788,2717,6141,1952119270.7000003,607370800.99487,2559490071.69487,0.0004885197850512946
267705,244,34,258,2470963.83,1240972.0899999999,3711935.92,0.0
5571,6788,6069,12084,3277777338.890071,9606090542.86007,12883867881.750141,0.0008275405494869249
5572,6979,5981,12221,4461917675.598721,4499530938.4,8961448613.99872,0.00032730545781850913
136678,3380,1809,4861,2745456383.46,1176629030.4199998,3922085413.88,0.0002057189878625797
5617,5758,5504,10641,2414787398.95,1807948169.0300002,4222735567.98,0.000281928390188892
5621,6815,6836,12852,705339512.8299999,9728195774.966484,10433535287.796484,0.0005446623093681918
5687,6304,5788,11429,2300560758.6099997,1810250976.9881132,4110811735.598113,0.0006124770321112959
5724,7590,6265,12990,4208436258.2700176,7222325466.600018,11430761724.870035,0.00023094688221709007
267983,185,68,229,3002726.66,2473725.6700000004,5476452.33,0.0
5855,5967,5276,10536,4474143595.07,2806747332.8199997,7280890927.889999,0.0005694760820045558
136932,1638,652,2131,624332283.1203438,25446932.470000003,649779215.5903438,0.0
5893,9167,12800,20517,17159750213.19869,17727325970.026806,34887076183.225494,0.0004874006921089828
5923,9281,13273,21074,39085109971.83064,26467087353.737167,65552197325.56781,0.0002847110183164088
137029,2046,789,2627,424910153.37724304,54321275.73303001,479231429.11027306,0.0011419870574800152
5981,6773,5679,11731,840877772.44,1656525220.4711819,2497402992.911182,0.0006819537976302106
137074,2077,916,2789,358695647.12,41657172.02,400352819.14,0.00035855145213338117
268173,367,98,426,700450812.8199999,42854871.00000001,743305683.8199999,0.002347417840375587
6045,6115,5449,10898,1402492928.8935628,679073412.665055,2081566341.5586178,0.0002752798678656634
137117,2845,1281,3851,666185958.445881,158758777.51999998,824944735.965881,0.00025967281225655674
6058,6909,5729,11830,5681644072.780439,6228329978.860001,11909974051.64044,0.000676246830092984
6090,7063,5417,11754,1653473904.31,1862862891.8200002,3516336796.13,0.0004253871022630594
268299,318,52,341,5167724.39,6268828.65,11436553.04,0.0
137268,1845,720,2388,555542258.49,122484520.31,678026778.8,0.001256281407035176
137293,2687,1491,3804,1478227865.96,102955545.94,1581183411.9,0.0005257623554153522
